transaction_id,transaction_time,transaction_amount,merchant_category,location,card_type,transaction_type,device_type,is_international,previous_fraud,fraud_label,fraud_prediction,fraud_probability
TXN-001373,2026-01-14T10:51:15.732Z,341.52,Grocery,Tokyo,Visa,Online,POS Terminal,false,false,0,,
TXN-001374,2026-01-20T07:12:20.732Z,214.73,Entertainment,Dubai,Discover,In-Store,POS Terminal,false,false,0,,
TXN-001375,2026-01-06T08:40:12.732Z,110.24,Restaurant,London,Visa,Contactless,Mobile App,false,false,0,,
TXN-001376,2026-02-13T04:31:38.732Z,66.6,Restaurant,Boston,Visa,ATM,Web Browser,false,false,0,,
TXN-001377,2025-12-30T13:43:33.732Z,281.11,Entertainment,Atlanta,Discover,In-Store,Mobile App,false,false,0,,
TXN-001378,2026-02-05T10:20:26.732Z,243.09,Healthcare,Chicago,Mastercard,Contactless,POS Terminal,false,false,0,,
TXN-001379,2025-12-15T15:26:22.732Z,268.88,Healthcare,Tokyo,Discover,In-Store,Mobile App,false,false,0,,
TXN-001380,2025-12-14T09:33:04.732Z,255.87,Travel,Seattle,Visa,In-Store,ATM Machine,false,false,0,,
TXN-001381,2025-12-21T16:11:07.732Z,130.14,Clothing,Lagos,Discover,Contactless,Mobile App,false,false,0,,
TXN-001382,2025-12-25T09:03:08.732Z,445.63,Travel,San Francisco,Mastercard,In-Store,Mobile App,true,false,0,,
TXN-001383,2026-01-27T01:26:57.732Z,299.96,Travel,Boston,Amex,In-Store,Web Browser,false,false,0,,
TXN-001384,2026-02-14T08:51:52.732Z,330.31,Healthcare,Dubai,Discover,ATM,ATM Machine,false,false,0,,
TXN-001385,2026-03-06T16:18:25.732Z,199.52,Travel,Miami,Amex,ATM,ATM Machine,false,false,0,,
TXN-001386,2026-02-27T07:11:04.732Z,199.01,Healthcare,San Francisco,Amex,ATM,ATM Machine,true,false,0,,
TXN-001387,2026-02-16T13:37:31.732Z,453.91,Online Shopping,Dubai,Visa,In-Store,Mobile App,false,false,0,,
TXN-001388,2026-01-10T06:30:55.732Z,63.59,Entertainment,San Francisco,Mastercard,In-Store,Mobile App,false,false,0,,
TXN-001389,2025-12-17T15:35:53.732Z,159.65,Restaurant,Dubai,Amex,Contactless,POS Terminal,true,false,0,,
TXN-001390,2026-02-04T02:47:44.732Z,54.12,Grocery,San Francisco,Discover,ATM,ATM Machine,false,false,0,,
TXN-001391,2025-12-25T12:53:10.732Z,234.33,Clothing,Lagos,Visa,ATM,Mobile App,false,false,0,,
TXN-001392,2025-12-22T13:34:40.732Z,410.92,Online Shopping,Dubai,Discover,Online,Mobile App,false,false,0,,
TXN-001393,2026-02-21T13:28:08.732Z,1345.2,Healthcare,Dubai,Amex,Online,Mobile App,true,true,1,,
TXN-001394,2026-01-29T10:07:54.732Z,119.59,Restaurant,Chicago,Mastercard,ATM,Web Browser,false,false,0,,
TXN-001395,2025-12-16T03:13:07.732Z,408.01,Travel,New York,Discover,Contactless,Web Browser,false,false,0,,
TXN-001396,2026-01-14T09:01:44.732Z,273.49,Entertainment,Los Angeles,Mastercard,In-Store,Mobile App,false,false,0,,
TXN-001397,2026-02-08T04:06:12.732Z,127.71,Clothing,Tokyo,Amex,ATM,POS Terminal,false,false,0,,
TXN-001398,2026-03-08T09:43:50.732Z,133.41,Grocery,Miami,Discover,ATM,Web Browser,false,false,0,,
TXN-001399,2026-02-20T07:24:58.732Z,182.49,Online Shopping,Dubai,Amex,ATM,Mobile App,false,false,0,,
TXN-001400,2025-12-27T11:21:26.732Z,465.97,ATM Withdrawal,Dubai,Amex,In-Store,Web Browser,false,false,0,,
TXN-001401,2026-01-22T06:31:12.732Z,165.5,Grocery,Atlanta,Mastercard,In-Store,POS Terminal,false,false,0,,
TXN-001402,2026-01-10T14:24:27.732Z,29.2,Electronics,New York,Visa,Contactless,Web Browser,false,false,0,,
TXN-001403,2026-03-06T20:54:06.732Z,1892.07,ATM Withdrawal,Atlanta,Discover,Contactless,Web Browser,false,false,1,,
TXN-001404,2026-01-28T08:12:29.732Z,403.6,Restaurant,New York,Visa,ATM,ATM Machine,false,false,0,,
TXN-001405,2026-02-02T11:29:25.732Z,109.52,Electronics,Denver,Mastercard,Online,Web Browser,false,false,0,,
TXN-001406,2025-12-16T12:23:09.732Z,11.29,Restaurant,Atlanta,Discover,In-Store,ATM Machine,false,false,0,,
TXN-001407,2026-01-09T08:12:34.732Z,94.67,Online Shopping,Seattle,Discover,Contactless,Web Browser,false,false,0,,
TXN-001408,2026-03-05T08:23:28.732Z,339.79,Electronics,Denver,Amex,In-Store,POS Terminal,false,false,0,,
TXN-001409,2026-01-29T07:33:38.732Z,179.48,Electronics,Boston,Amex,Contactless,Web Browser,true,false,0,,
TXN-001410,2026-03-02T01:06:08.732Z,499.07,Online Shopping,Houston,Mastercard,ATM,Mobile App,false,false,0,,
TXN-001411,2026-01-29T03:37:44.732Z,92.95,Entertainment,Dubai,Amex,ATM,Mobile App,false,false,0,,
TXN-001412,2025-12-30T14:43:52.732Z,17.77,Entertainment,Dubai,Discover,Contactless,Web Browser,false,false,0,,
TXN-001413,2025-12-20T03:37:18.732Z,300.72,Restaurant,Los Angeles,Discover,ATM,Web Browser,false,false,0,,
TXN-001414,2026-03-02T05:38:08.732Z,336.57,Grocery,London,Amex,Contactless,POS Terminal,false,false,0,,
TXN-001415,2026-02-25T11:16:17.732Z,273.97,ATM Withdrawal,Tokyo,Amex,Online,ATM Machine,false,false,0,,
TXN-001416,2026-02-02T01:08:15.732Z,245.6,Gas Station,Seattle,Mastercard,In-Store,POS Terminal,false,false,0,,
TXN-001417,2026-03-01T09:12:21.732Z,218.14,Electronics,Seattle,Mastercard,ATM,Web Browser,false,false,0,,
TXN-001418,2025-12-09T13:35:06.732Z,234.42,Clothing,San Francisco,Visa,Online,Mobile App,false,true,0,,
TXN-001419,2026-02-25T11:17:01.732Z,86.22,Electronics,New York,Visa,Online,Web Browser,false,false,0,,
TXN-001420,2026-02-11T19:25:04.732Z,20.46,ATM Withdrawal,Atlanta,Discover,ATM,POS Terminal,false,true,1,,
TXN-001421,2026-02-03T00:51:23.732Z,43.03,ATM Withdrawal,Miami,Mastercard,ATM,Web Browser,false,false,0,,
TXN-001422,2026-01-29T04:00:46.732Z,151.2,Grocery,Miami,Visa,Online,POS Terminal,false,false,0,,
TXN-001423,2026-01-31T11:19:30.732Z,422.08,Travel,Lagos,Mastercard,In-Store,POS Terminal,true,false,0,,
TXN-001424,2026-01-26T15:24:47.732Z,75.1,Clothing,Seattle,Visa,In-Store,POS Terminal,false,false,0,,
TXN-001425,2026-03-04T14:01:47.732Z,362.5,Travel,Miami,Amex,Online,Web Browser,false,false,0,,
TXN-001426,2026-01-08T01:31:42.732Z,224.84,Restaurant,Chicago,Amex,In-Store,Mobile App,false,false,0,,
TXN-001427,2026-01-03T08:33:46.732Z,217.63,Online Shopping,Atlanta,Visa,Online,ATM Machine,false,false,0,,
TXN-001428,2026-01-26T08:13:56.732Z,419.91,Online Shopping,Denver,Discover,ATM,POS Terminal,false,false,0,,
TXN-001429,2026-03-06T01:32:31.732Z,73.51,Electronics,Chicago,Amex,Contactless,Mobile App,false,false,0,,
TXN-001430,2026-01-29T05:24:44.732Z,326.15,Gas Station,Denver,Mastercard,Online,Web Browser,false,false,0,,
TXN-001431,2026-01-08T03:11:33.732Z,201.87,ATM Withdrawal,Miami,Amex,ATM,Web Browser,false,false,0,,
TXN-001432,2025-12-12T15:40:16.732Z,5.93,Healthcare,Atlanta,Discover,Contactless,Web Browser,false,false,0,,
TXN-001433,2026-01-23T09:43:41.732Z,490.55,Gas Station,Los Angeles,Visa,Contactless,POS Terminal,false,false,0,,
TXN-001434,2026-02-07T15:24:08.732Z,266.27,Gas Station,Tokyo,Visa,Online,POS Terminal,false,false,0,,
TXN-001435,2026-01-16T12:27:15.732Z,129.82,Online Shopping,Denver,Amex,In-Store,Web Browser,false,false,0,,
TXN-001436,2026-02-08T15:37:05.732Z,405.45,ATM Withdrawal,Denver,Discover,In-Store,Web Browser,false,false,0,,
TXN-001437,2026-02-06T00:56:47.732Z,52.01,Online Shopping,Houston,Discover,ATM,POS Terminal,false,false,0,,
TXN-001438,2025-12-16T11:23:53.732Z,236.05,ATM Withdrawal,Dubai,Discover,In-Store,POS Terminal,false,false,0,,
TXN-001439,2025-12-19T15:39:45.732Z,309.84,Entertainment,Atlanta,Discover,ATM,ATM Machine,false,false,0,,
TXN-001440,2026-01-25T04:46:08.732Z,283.85,Gas Station,Los Angeles,Mastercard,Contactless,Mobile App,false,false,0,,
TXN-001441,2026-02-18T10:46:57.732Z,129.72,Gas Station,New York,Visa,Online,Web Browser,false,false,0,,
TXN-001442,2026-01-30T11:09:25.732Z,451.78,Travel,Lagos,Amex,Contactless,Mobile App,false,false,0,,
TXN-001443,2026-03-08T01:11:11.732Z,496.39,Clothing,Tokyo,Mastercard,In-Store,ATM Machine,false,false,0,,
TXN-001444,2025-12-18T14:07:03.732Z,281.7,Gas Station,New York,Amex,Contactless,POS Terminal,false,false,0,,
TXN-001445,2026-01-14T02:45:26.732Z,28.43,ATM Withdrawal,Los Angeles,Mastercard,Online,ATM Machine,false,false,0,,
TXN-001446,2025-12-10T08:31:40.732Z,243.6,Online Shopping,Chicago,Mastercard,In-Store,Web Browser,false,false,0,,
TXN-001447,2025-12-17T09:22:09.732Z,320.4,Restaurant,Seattle,Mastercard,Contactless,ATM Machine,false,false,0,,
TXN-001448,2026-01-09T12:17:53.732Z,398.84,Electronics,Denver,Visa,Contactless,Mobile App,false,false,0,,
TXN-001449,2026-02-02T09:03:46.732Z,366.46,Restaurant,Miami,Amex,Online,ATM Machine,true,false,0,,
TXN-001450,2026-01-29T14:03:56.732Z,187.71,ATM Withdrawal,Lagos,Mastercard,Online,ATM Machine,false,false,0,,
TXN-001451,2026-01-05T03:41:56.732Z,69.34,Clothing,Houston,Amex,In-Store,Web Browser,true,false,0,,
TXN-001452,2025-12-11T07:22:59.732Z,96.85,Electronics,Boston,Mastercard,ATM,Web Browser,false,false,0,,
TXN-001453,2026-01-16T19:14:02.732Z,3268.46,Restaurant,Los Angeles,Amex,ATM,POS Terminal,true,true,1,,
TXN-001454,2025-12-24T10:23:56.732Z,305.44,ATM Withdrawal,Seattle,Visa,In-Store,POS Terminal,false,false,0,,
TXN-001455,2025-12-23T10:31:52.732Z,171.33,Entertainment,Miami,Mastercard,ATM,Web Browser,false,false,0,,
TXN-001456,2026-02-21T10:31:01.732Z,264.57,Healthcare,Boston,Visa,Online,POS Terminal,false,false,0,,
TXN-001457,2026-01-04T01:05:23.732Z,114.72,Grocery,Houston,Amex,Contactless,Mobile App,false,false,0,,
TXN-001458,2026-01-22T02:56:56.732Z,371.18,Electronics,Denver,Visa,Online,POS Terminal,false,false,0,,
TXN-001459,2026-01-16T06:54:58.732Z,20.37,ATM Withdrawal,Miami,Mastercard,Contactless,Mobile App,true,false,0,,
TXN-001460,2026-02-17T09:04:59.732Z,185.35,Restaurant,Houston,Visa,ATM,Web Browser,false,false,0,,
TXN-001461,2025-12-12T11:19:42.732Z,464.74,ATM Withdrawal,Los Angeles,Mastercard,Contactless,Mobile App,false,false,0,,
TXN-001462,2025-12-14T01:35:22.732Z,11.34,Healthcare,Chicago,Amex,In-Store,Mobile App,false,false,0,,
TXN-001463,2026-01-11T19:13:25.732Z,4099.27,ATM Withdrawal,Boston,Discover,Contactless,Web Browser,false,true,1,,
TXN-001464,2025-12-20T08:20:07.732Z,250.62,Online Shopping,Seattle,Mastercard,In-Store,ATM Machine,false,false,0,,
TXN-001465,2026-01-03T09:15:54.732Z,299.98,Electronics,London,Mastercard,Contactless,ATM Machine,false,false,0,,
TXN-001466,2026-01-09T12:43:08.732Z,492.13,Restaurant,Seattle,Discover,Online,POS Terminal,false,false,0,,
TXN-001467,2026-01-02T04:13:23.732Z,358.05,Clothing,Miami,Discover,Contactless,ATM Machine,false,false,0,,
TXN-001468,2026-01-07T01:02:29.732Z,282.65,Entertainment,Houston,Discover,In-Store,Mobile App,false,false,0,,
TXN-001469,2026-02-26T05:27:19.732Z,135.23,Restaurant,Miami,Amex,ATM,ATM Machine,false,false,0,,
TXN-001470,2026-02-07T04:19:12.732Z,465.7,Grocery,Houston,Discover,In-Store,POS Terminal,true,false,0,,
TXN-001471,2026-01-17T03:53:02.732Z,411.61,Grocery,New York,Amex,Online,Web Browser,false,false,0,,
TXN-001472,2025-12-21T03:57:11.732Z,448.15,Entertainment,Lagos,Amex,ATM,Mobile App,false,false,0,,
TXN-001473,2026-03-02T04:19:21.732Z,484.71,Electronics,Boston,Amex,Contactless,Web Browser,false,false,0,,
TXN-001474,2025-12-31T05:28:11.732Z,456.14,Gas Station,New York,Discover,Contactless,ATM Machine,false,false,0,,
TXN-001475,2026-03-06T11:30:55.732Z,100.56,Restaurant,San Francisco,Mastercard,Online,POS Terminal,false,false,0,,
TXN-001476,2026-03-03T03:43:03.732Z,344.55,Gas Station,Boston,Discover,ATM,Mobile App,true,false,0,,
TXN-001477,2025-12-16T02:12:05.732Z,474.61,Restaurant,Tokyo,Discover,Contactless,Mobile App,false,false,0,,
TXN-001478,2026-01-02T02:06:01.732Z,25.61,Online Shopping,Miami,Visa,In-Store,ATM Machine,false,false,0,,
TXN-001479,2026-02-03T13:58:08.732Z,143.93,Online Shopping,Tokyo,Amex,ATM,Mobile App,false,false,0,,
TXN-001480,2026-01-19T02:10:51.732Z,149.38,Online Shopping,San Francisco,Visa,ATM,Mobile App,false,false,0,,
TXN-001481,2025-12-24T09:22:14.732Z,174.04,Clothing,Houston,Amex,Online,Mobile App,true,false,0,,
TXN-001482,2026-01-27T03:34:39.732Z,189.68,Clothing,Boston,Visa,ATM,Mobile App,false,false,0,,
TXN-001483,2026-02-22T00:44:16.732Z,87.06,Restaurant,Denver,Mastercard,ATM,Web Browser,false,false,0,,
TXN-001484,2026-02-10T02:48:13.732Z,356.34,Healthcare,Denver,Visa,Online,Web Browser,false,false,0,,
TXN-001485,2026-02-04T09:50:11.732Z,419.27,Grocery,Tokyo,Visa,Online,Web Browser,false,false,0,,
TXN-001486,2026-01-11T04:48:07.732Z,139.56,Healthcare,Los Angeles,Discover,ATM,Web Browser,true,false,0,,
TXN-001487,2026-02-13T12:55:39.732Z,209.21,Entertainment,London,Discover,ATM,ATM Machine,false,false,0,,
TXN-001488,2026-01-27T15:48:59.732Z,324.28,Grocery,Seattle,Amex,In-Store,Mobile App,false,false,0,,
TXN-001489,2026-01-12T07:30:44.732Z,349.73,Grocery,Boston,Mastercard,In-Store,ATM Machine,false,false,0,,
TXN-001490,2026-01-14T03:33:42.732Z,94.64,Online Shopping,Tokyo,Visa,In-Store,ATM Machine,false,false,0,,
TXN-001491,2025-12-18T05:53:08.732Z,84.81,Electronics,Lagos,Mastercard,In-Store,ATM Machine,false,false,0,,
TXN-001492,2026-03-08T12:01:54.732Z,368.81,Gas Station,London,Amex,Online,ATM Machine,false,false,0,,
TXN-001493,2026-01-13T09:19:32.732Z,82.99,ATM Withdrawal,London,Mastercard,Contactless,ATM Machine,false,false,0,,
TXN-001494,2026-02-10T05:30:49.732Z,29.46,Restaurant,London,Discover,In-Store,Web Browser,false,false,0,,
TXN-001495,2026-01-29T10:17:57.732Z,482.15,Travel,Denver,Mastercard,ATM,Mobile App,false,false,0,,
TXN-001496,2025-12-15T14:05:09.732Z,23.86,Clothing,Seattle,Discover,In-Store,ATM Machine,true,false,0,,
TXN-001497,2026-02-02T21:15:40.732Z,39.15,Travel,Tokyo,Amex,Online,POS Terminal,true,false,1,,
TXN-001498,2026-02-23T02:14:31.732Z,138.28,Electronics,San Francisco,Visa,In-Store,Mobile App,false,false,0,,
TXN-001499,2025-12-25T10:32:15.732Z,462.74,Online Shopping,Seattle,Mastercard,ATM,Mobile App,false,false,0,,
TXN-001500,2026-01-23T05:15:32.732Z,429.66,Restaurant,Boston,Visa,Contactless,Mobile App,false,false,0,,
TXN-001501,2026-02-10T11:10:31.732Z,37.71,ATM Withdrawal,San Francisco,Mastercard,ATM,POS Terminal,true,false,0,,
TXN-001502,2026-02-08T07:23:40.732Z,422.71,Healthcare,Seattle,Discover,Contactless,Web Browser,false,false,0,,
TXN-001503,2025-12-18T07:06:30.732Z,169.03,Gas Station,Boston,Discover,Contactless,POS Terminal,false,false,0,,
TXN-001504,2026-01-31T11:02:41.732Z,213.51,ATM Withdrawal,London,Discover,Contactless,Web Browser,false,false,0,,
TXN-001505,2026-02-04T08:18:57.732Z,90.59,Online Shopping,Tokyo,Mastercard,ATM,POS Terminal,false,false,0,,
TXN-001506,2026-02-28T02:07:43.732Z,236.09,Clothing,Miami,Visa,In-Store,ATM Machine,true,false,0,,
TXN-001507,2026-01-19T08:12:32.732Z,131.52,Entertainment,Los Angeles,Discover,ATM,ATM Machine,false,false,0,,
TXN-001508,2025-12-15T15:57:18.732Z,435.12,Healthcare,San Francisco,Mastercard,In-Store,Mobile App,false,false,0,,
TXN-001509,2026-01-17T16:05:05.732Z,282.25,Restaurant,New York,Amex,Online,POS Terminal,false,false,0,,
TXN-001510,2026-02-14T06:57:49.732Z,316.74,Gas Station,London,Mastercard,In-Store,ATM Machine,false,false,0,,
TXN-001511,2026-03-05T12:15:01.732Z,39.3,Grocery,Dubai,Mastercard,ATM,Mobile App,false,false,0,,
TXN-001512,2025-12-12T11:15:50.732Z,85.74,Electronics,Lagos,Mastercard,Contactless,ATM Machine,false,false,0,,
TXN-001513,2025-12-14T09:54:28.732Z,371.11,Electronics,Miami,Amex,Contactless,POS Terminal,false,false,0,,
TXN-001514,2026-01-15T16:23:24.732Z,350.62,Electronics,London,Amex,In-Store,Web Browser,false,false,0,,
TXN-001515,2026-03-03T03:09:53.732Z,48.52,Entertainment,Seattle,Discover,ATM,ATM Machine,false,false,0,,
TXN-001516,2026-01-25T05:46:40.732Z,289.78,Clothing,London,Mastercard,In-Store,POS Terminal,false,false,0,,
TXN-001517,2026-02-04T15:18:58.732Z,176.65,Restaurant,Denver,Discover,Contactless,Mobile App,false,false,0,,
TXN-001518,2026-01-15T15:04:09.732Z,346.13,ATM Withdrawal,Lagos,Discover,Contactless,ATM Machine,true,false,0,,
TXN-001519,2026-01-16T08:01:12.732Z,138.63,Travel,Denver,Mastercard,Contactless,ATM Machine,false,true,0,,
TXN-001520,2026-01-20T13:53:54.732Z,265.91,Healthcare,Chicago,Mastercard,ATM,ATM Machine,false,false,0,,
TXN-001521,2025-12-27T08:36:20.732Z,174.51,Entertainment,Denver,Discover,Contactless,ATM Machine,false,false,0,,
TXN-001522,2026-01-18T12:23:57.732Z,333.16,Restaurant,New York,Visa,ATM,ATM Machine,false,false,0,,
TXN-001523,2026-01-02T06:27:25.732Z,314.16,Travel,Houston,Visa,ATM,ATM Machine,false,false,0,,
TXN-001524,2025-12-11T03:34:04.732Z,52,Travel,Chicago,Visa,ATM,POS Terminal,false,false,0,,
TXN-001525,2026-01-08T04:11:52.732Z,370.07,Gas Station,Los Angeles,Mastercard,Online,ATM Machine,false,false,0,,
TXN-001526,2026-01-11T13:43:23.732Z,4320.77,ATM Withdrawal,San Francisco,Amex,ATM,Mobile App,true,true,1,,
TXN-001527,2025-12-15T04:11:18.732Z,302.77,Clothing,Chicago,Amex,Contactless,ATM Machine,false,false,0,,
TXN-001528,2026-01-31T08:57:49.732Z,304.82,Entertainment,Seattle,Amex,ATM,Web Browser,true,false,0,,
TXN-001529,2025-12-17T07:35:42.732Z,237.24,Restaurant,San Francisco,Amex,Online,Web Browser,false,false,0,,
TXN-001530,2026-02-22T10:08:34.732Z,183.69,Electronics,Boston,Visa,In-Store,POS Terminal,false,false,0,,
TXN-001531,2026-02-26T01:10:03.732Z,447.39,Electronics,Dubai,Amex,ATM,ATM Machine,true,false,0,,
TXN-001532,2025-12-29T13:04:43.732Z,220.04,Grocery,Miami,Visa,Online,Mobile App,false,false,0,,
TXN-001533,2026-02-04T02:27:21.732Z,474.73,Grocery,Lagos,Amex,Contactless,Mobile App,false,false,0,,
TXN-001534,2025-12-17T01:40:58.732Z,321.69,Electronics,Chicago,Amex,Online,POS Terminal,false,false,0,,
TXN-001535,2026-02-15T02:56:27.732Z,460.25,ATM Withdrawal,Los Angeles,Discover,In-Store,POS Terminal,true,false,0,,
TXN-001536,2026-02-27T05:06:05.732Z,333.02,Gas Station,New York,Discover,Online,ATM Machine,false,false,0,,
TXN-001537,2025-12-19T07:22:26.732Z,64.14,ATM Withdrawal,Boston,Visa,Online,Web Browser,false,false,0,,
TXN-001538,2026-02-06T09:20:59.732Z,422.58,Entertainment,London,Mastercard,In-Store,Web Browser,false,false,0,,
TXN-001539,2026-01-26T06:39:35.732Z,478.7,Grocery,Atlanta,Amex,ATM,Web Browser,false,false,0,,
TXN-001540,2025-12-22T12:04:36.732Z,439.71,Electronics,Boston,Discover,ATM,POS Terminal,false,false,0,,
TXN-001541,2026-02-06T01:30:06.732Z,374.74,Entertainment,Lagos,Discover,Contactless,ATM Machine,true,false,0,,
TXN-001542,2026-02-07T11:20:24.732Z,376.56,Online Shopping,Atlanta,Visa,ATM,Mobile App,false,false,0,,
TXN-001543,2026-01-05T02:38:49.732Z,474.06,Electronics,Lagos,Discover,Online,Mobile App,false,false,0,,
TXN-001544,2026-02-14T05:32:56.732Z,455.17,Healthcare,Seattle,Discover,In-Store,ATM Machine,false,false,0,,
TXN-001545,2025-12-18T12:36:41.732Z,482.16,Grocery,Tokyo,Visa,ATM,ATM Machine,false,false,0,,
TXN-001546,2025-12-24T07:40:49.732Z,396.3,Online Shopping,London,Amex,Contactless,POS Terminal,false,false,0,,
TXN-001547,2025-12-18T15:38:35.732Z,497.98,Travel,Tokyo,Discover,In-Store,Web Browser,false,false,0,,
TXN-001548,2026-02-21T15:10:35.732Z,9602.1,Restaurant,London,Mastercard,Online,ATM Machine,true,true,1,,
TXN-001549,2026-02-01T15:22:36.732Z,497.25,ATM Withdrawal,Los Angeles,Amex,ATM,Mobile App,false,false,0,,
TXN-001550,2026-02-27T15:05:55.732Z,486.39,Travel,Miami,Discover,In-Store,POS Terminal,false,true,0,,
TXN-001551,2025-12-18T05:12:43.732Z,75.51,Restaurant,Miami,Discover,In-Store,POS Terminal,false,true,0,,
TXN-001552,2025-12-09T12:45:06.732Z,28.75,Electronics,Atlanta,Mastercard,Online,POS Terminal,false,true,0,,
TXN-001553,2025-12-29T06:47:45.732Z,122,Restaurant,Los Angeles,Discover,Online,Mobile App,false,false,0,,
TXN-001554,2026-03-06T03:03:22.732Z,187.94,Entertainment,Denver,Visa,Contactless,Web Browser,false,false,0,,
TXN-001555,2026-02-12T22:22:22.732Z,25.44,Clothing,Chicago,Discover,ATM,Web Browser,true,true,1,,
TXN-001556,2025-12-09T06:43:15.732Z,273.54,Online Shopping,Tokyo,Discover,Contactless,POS Terminal,false,false,0,,
TXN-001557,2026-02-07T14:46:41.732Z,65.64,Travel,San Francisco,Amex,In-Store,Mobile App,false,false,0,,
TXN-001558,2025-12-30T08:18:48.732Z,438.21,Healthcare,Los Angeles,Visa,ATM,ATM Machine,false,false,0,,
TXN-001559,2025-12-25T15:40:44.732Z,450.26,Clothing,Houston,Mastercard,In-Store,Mobile App,false,false,0,,
TXN-001560,2026-03-06T04:38:38.732Z,464.57,ATM Withdrawal,London,Discover,Contactless,POS Terminal,false,false,0,,
TXN-001561,2026-02-19T04:25:56.732Z,500.95,Restaurant,Seattle,Amex,Contactless,Web Browser,false,false,0,,
TXN-001562,2026-01-27T03:16:38.732Z,262.89,Travel,Atlanta,Visa,Contactless,ATM Machine,false,false,0,,
TXN-001563,2025-12-20T05:43:56.732Z,17.59,Electronics,Boston,Amex,Contactless,POS Terminal,false,false,0,,
TXN-001564,2026-01-22T05:59:34.732Z,199.86,Travel,Miami,Amex,Contactless,POS Terminal,false,false,0,,
TXN-001565,2026-01-30T02:28:06.732Z,427.26,Clothing,Seattle,Mastercard,Contactless,ATM Machine,false,false,0,,
TXN-001566,2025-12-30T12:19:28.732Z,130.46,Online Shopping,San Francisco,Visa,Online,Mobile App,false,false,0,,
TXN-001567,2025-12-17T10:17:53.732Z,199.43,Online Shopping,Miami,Amex,Contactless,ATM Machine,true,false,0,,
TXN-001568,2026-02-01T13:01:48.732Z,402.11,ATM Withdrawal,San Francisco,Mastercard,Online,Web Browser,false,false,0,,
TXN-001569,2026-02-26T10:58:25.732Z,52.39,Electronics,Seattle,Amex,In-Store,Mobile App,false,false,0,,
TXN-001570,2025-12-16T06:02:19.732Z,89.35,Electronics,Boston,Discover,In-Store,Mobile App,false,false,0,,
TXN-001571,2026-01-25T21:52:31.732Z,5842.82,Online Shopping,Miami,Visa,Contactless,Web Browser,false,true,1,,
TXN-001572,2025-12-11T04:44:26.732Z,399.78,ATM Withdrawal,Lagos,Mastercard,Contactless,Mobile App,false,false,0,,
TXN-001573,2026-02-18T14:52:04.732Z,273.63,Online Shopping,Chicago,Discover,Contactless,Mobile App,false,false,0,,
TXN-001574,2025-12-24T10:35:47.732Z,97.04,Gas Station,London,Visa,In-Store,Mobile App,false,false,0,,
TXN-001575,2026-02-21T15:05:58.732Z,262.81,Clothing,New York,Discover,Online,POS Terminal,false,false,0,,
TXN-001576,2025-12-25T13:59:15.732Z,405.23,Travel,Denver,Mastercard,Online,POS Terminal,false,false,0,,
TXN-001577,2026-01-19T11:41:15.732Z,355.84,Electronics,Los Angeles,Amex,ATM,ATM Machine,true,false,0,,
TXN-001578,2026-03-06T07:04:16.732Z,151.98,Gas Station,Los Angeles,Amex,Contactless,Mobile App,false,false,0,,
TXN-001579,2026-02-27T09:31:13.732Z,477.04,Travel,Tokyo,Mastercard,ATM,ATM Machine,false,false,0,,
TXN-001580,2025-12-25T06:58:55.732Z,131.31,Gas Station,Seattle,Visa,Online,POS Terminal,true,false,0,,
TXN-001581,2026-02-03T14:45:09.732Z,487.58,Restaurant,Boston,Discover,ATM,ATM Machine,true,false,0,,
TXN-001582,2025-12-25T05:10:20.732Z,295.87,Clothing,Denver,Amex,Online,Mobile App,true,false,0,,
TXN-001583,2026-02-27T12:11:55.732Z,280.43,Entertainment,Atlanta,Mastercard,Contactless,Mobile App,false,false,0,,
TXN-001584,2026-03-03T21:36:47.732Z,5042.04,Travel,London,Amex,In-Store,POS Terminal,true,true,1,,
TXN-001585,2025-12-27T07:10:19.732Z,378.53,Grocery,Seattle,Discover,In-Store,Web Browser,true,false,0,,
TXN-001586,2026-01-15T14:50:05.732Z,249.79,Online Shopping,New York,Mastercard,In-Store,ATM Machine,false,false,0,,
TXN-001587,2026-01-26T15:12:53.732Z,495.04,Gas Station,Los Angeles,Amex,In-Store,POS Terminal,false,false,0,,
TXN-001588,2026-01-23T09:52:17.732Z,153.51,Clothing,Los Angeles,Discover,In-Store,Mobile App,true,false,0,,
TXN-001589,2026-02-16T09:34:29.732Z,83.26,Entertainment,Seattle,Mastercard,ATM,ATM Machine,false,false,0,,
TXN-001590,2026-02-14T16:19:24.732Z,222.39,Clothing,Boston,Amex,ATM,POS Terminal,false,false,0,,
TXN-001591,2025-12-29T07:41:18.732Z,497.09,Entertainment,Seattle,Mastercard,In-Store,Web Browser,false,false,0,,
TXN-001592,2026-01-22T08:54:33.732Z,348.07,Grocery,Atlanta,Visa,Online,Web Browser,false,false,0,,
TXN-001593,2026-02-19T13:10:45.732Z,429.93,Restaurant,Lagos,Mastercard,ATM,POS Terminal,false,false,0,,
TXN-001594,2026-03-07T04:06:29.732Z,145.89,Gas Station,Los Angeles,Visa,ATM,ATM Machine,false,false,0,,
TXN-001595,2026-01-03T16:29:39.732Z,450.21,Grocery,Atlanta,Mastercard,ATM,POS Terminal,false,false,0,,
TXN-001596,2026-01-14T02:31:01.732Z,449.33,Online Shopping,Denver,Mastercard,Online,Web Browser,false,false,0,,
