transaction_id,transaction_time,transaction_amount,merchant_category,location,card_type,transaction_type,device_type,is_international,previous_fraud,fraud_label
TXN000799,2025-12-01T02:34:30.395Z,419.50,Retail,Berlin,Discover,POS,Mobile,false,false,0
TXN000800,2026-01-16T20:20:18.600Z,80.77,Entertainment,Berlin,Visa,POS,Desktop,false,false,0
TXN000801,2026-01-15T19:37:43.881Z,1316.84,Online,Sydney,Visa,POS,Mobile,false,false,0
TXN000802,2026-01-26T22:34:06.763Z,759.22,Retail,Paris,Amex,ATM,Tablet,false,false,0
TXN000803,2025-12-30T07:17:44.827Z,852.34,Groceries,Paris,Amex,Online,Mobile,false,false,0
TXN000804,2026-01-04T14:05:22.094Z,947.25,Online,Toronto,Visa,Online,Mobile,false,false,0
TXN000805,2026-01-22T13:46:29.896Z,2980.95,Groceries,Dubai,Visa,Online,Tablet,false,true,1
TXN000806,2025-12-30T18:50:22.150Z,86.87,Travel,London,Visa,POS,Desktop,false,false,0
TXN000807,2025-11-14T15:21:34.888Z,802.61,Groceries,Dubai,MasterCard,Online,Tablet,false,false,0
TXN000808,2026-01-23T03:38:37.377Z,272.61,Retail,Tokyo,Visa,Online,Mobile,false,false,0
TXN000809,2025-12-14T17:28:59.499Z,1220.17,Online,Berlin,Discover,POS,Mobile,false,false,0
TXN000810,2026-02-06T12:20:52.732Z,777.90,Online,Berlin,Discover,POS,Tablet,false,false,0
TXN000811,2025-11-18T15:33:57.654Z,753.94,Online,London,Discover,Online,Mobile,false,false,0
TXN000812,2026-02-28T11:16:26.203Z,991.23,Dining,Tokyo,Discover,ATM,Desktop,false,false,0
TXN000813,2026-02-10T06:24:46.837Z,1001.44,Dining,London,MasterCard,POS,Mobile,false,false,0
TXN000814,2025-12-31T06:45:39.317Z,827.82,Travel,Dubai,Discover,POS,Desktop,false,false,0
TXN000815,2026-02-07T02:44:07.065Z,1282.98,Travel,London,Amex,ATM,Desktop,false,false,0
TXN000816,2026-02-19T14:21:39.518Z,1266.80,Online,Toronto,Visa,POS,Tablet,false,false,0
TXN000817,2025-11-23T19:37:33.646Z,170.67,Retail,Sydney,MasterCard,Online,Desktop,false,false,0
TXN000818,2025-11-26T15:55:48.218Z,684.58,Entertainment,Tokyo,Discover,Online,Desktop,false,false,0
TXN000819,2025-12-01T08:55:02.038Z,282.90,Groceries,Berlin,Amex,ATM,Mobile,false,false,0
TXN000820,2025-12-31T00:54:29.150Z,572.83,Retail,London,Visa,ATM,Mobile,false,false,0
TXN000821,2026-02-11T09:00:37.685Z,919.70,Dining,New York,MasterCard,ATM,Tablet,false,false,0
TXN000822,2026-01-26T07:24:56.726Z,1041.54,Travel,Sydney,MasterCard,Online,Tablet,false,false,0
TXN000823,2026-01-30T00:19:26.011Z,139.30,Retail,Dubai,Visa,Online,Mobile,true,false,0
TXN000824,2026-01-06T07:17:55.149Z,153.09,Travel,Sydney,Discover,Online,Mobile,false,false,0
TXN000825,2026-02-12T17:33:22.185Z,1416.63,Dining,Toronto,Amex,ATM,Tablet,false,false,0
TXN000826,2026-01-01T03:23:35.430Z,287.55,Groceries,Tokyo,Discover,ATM,Mobile,false,false,0
TXN000827,2025-12-22T17:18:58.164Z,796.97,Groceries,London,Amex,Online,Tablet,false,false,0
TXN000828,2025-12-23T16:52:42.053Z,637.07,Online,Toronto,Discover,Online,Mobile,false,false,0
TXN000829,2026-01-29T02:33:33.904Z,1132.03,Groceries,Dubai,Discover,ATM,Desktop,false,false,0
TXN000830,2025-11-16T23:01:15.219Z,1047.04,Entertainment,Dubai,Amex,ATM,Tablet,false,true,1
TXN000831,2026-02-06T23:12:54.536Z,1423.87,Entertainment,New York,MasterCard,Online,Mobile,false,false,0
TXN000832,2026-02-19T05:12:44.765Z,476.53,Groceries,Sydney,Amex,POS,Desktop,false,false,0
TXN000833,2025-12-09T18:46:27.938Z,722.09,Travel,London,Visa,POS,Desktop,false,false,0
TXN000834,2025-12-21T18:44:06.968Z,1029.82,Utilities,London,Amex,POS,Desktop,false,false,0
TXN000835,2026-01-31T15:04:02.005Z,349.26,Groceries,London,MasterCard,POS,Desktop,false,false,0
TXN000836,2026-01-24T08:58:22.974Z,509.64,Entertainment,Paris,Discover,ATM,Tablet,true,false,0
TXN000837,2026-01-31T04:49:34.306Z,333.46,Groceries,Tokyo,Amex,ATM,Mobile,false,false,0
TXN000838,2025-12-25T23:15:33.714Z,423.01,Utilities,Dubai,MasterCard,ATM,Tablet,false,false,0
TXN000839,2026-02-11T02:35:05.598Z,95.90,Entertainment,New York,Visa,POS,Mobile,false,false,0
TXN000840,2025-12-09T12:20:14.128Z,1483.98,Travel,Toronto,Visa,ATM,Mobile,true,false,0
TXN000841,2026-02-07T04:01:02.801Z,537.14,Online,Dubai,Discover,POS,Mobile,false,false,0
TXN000842,2026-03-01T02:55:30.575Z,1229.21,Retail,Dubai,Visa,POS,Mobile,false,false,0
TXN000843,2025-12-02T02:47:03.127Z,140.05,Groceries,Tokyo,MasterCard,POS,Tablet,false,false,0
TXN000844,2026-01-21T20:11:00.836Z,2263.01,Groceries,Tokyo,Visa,POS,Tablet,false,true,1
TXN000845,2025-12-18T15:02:44.634Z,1283.67,Dining,Dubai,Amex,Online,Tablet,false,false,0
TXN000846,2025-12-22T05:45:19.091Z,806.70,Dining,Paris,Discover,POS,Desktop,false,false,0
TXN000847,2026-03-05T23:56:22.046Z,879.34,Online,Toronto,Visa,ATM,Mobile,false,false,0
TXN000848,2025-12-16T21:00:35.712Z,766.23,Retail,New York,Discover,ATM,Tablet,false,false,0
TXN000849,2026-01-20T02:12:37.022Z,631.07,Groceries,Sydney,Visa,POS,Tablet,false,false,0
TXN000850,2026-03-02T16:06:29.335Z,1386.87,Dining,Paris,MasterCard,POS,Mobile,false,false,0
TXN000851,2025-12-17T19:00:48.692Z,529.21,Groceries,London,Discover,ATM,Tablet,false,false,0
TXN000852,2026-02-09T12:39:13.589Z,1201.75,Dining,Paris,MasterCard,Online,Tablet,false,false,0
TXN000853,2026-01-20T06:01:14.246Z,438.45,Travel,Tokyo,Visa,ATM,Mobile,false,false,0
TXN000854,2025-11-24T04:50:24.740Z,446.79,Dining,Toronto,MasterCard,POS,Mobile,false,false,0
TXN000855,2026-01-17T19:27:13.404Z,5.62,Entertainment,Dubai,MasterCard,Online,Desktop,false,false,0
TXN000856,2025-12-02T09:05:42.657Z,293.21,Dining,Toronto,Visa,POS,Mobile,false,false,0
TXN000857,2025-12-18T20:15:00.650Z,1233.28,Online,Paris,MasterCard,Online,Desktop,false,false,0
TXN000858,2026-02-22T23:18:47.917Z,324.94,Utilities,Toronto,Amex,Online,Mobile,false,false,0
TXN000859,2026-02-24T12:41:01.970Z,832.19,Groceries,London,Discover,ATM,Tablet,false,false,0
TXN000860,2025-12-23T02:00:50.686Z,282.44,Utilities,Dubai,MasterCard,Online,Tablet,false,false,0
TXN000861,2025-12-17T06:00:43.131Z,78.55,Utilities,New York,Visa,ATM,Desktop,false,false,0
TXN000862,2026-02-19T04:13:39.620Z,986.64,Retail,Tokyo,Visa,ATM,Tablet,false,false,0
TXN000863,2026-02-09T01:43:29.046Z,768.60,Dining,Paris,Amex,Online,Mobile,false,false,0
TXN000864,2026-01-21T18:39:14.996Z,3179.30,Dining,Toronto,Amex,Online,Tablet,false,false,1
TXN000865,2025-11-18T10:25:22.588Z,4219.14,Online,Toronto,MasterCard,ATM,Mobile,true,true,1
TXN000866,2025-12-25T03:10:26.518Z,854.11,Dining,Berlin,Visa,POS,Mobile,false,false,0
TXN000867,2025-11-13T11:35:49.091Z,76.26,Dining,Dubai,Discover,Online,Desktop,false,false,0
TXN000868,2025-11-12T19:28:52.471Z,336.90,Dining,Berlin,Visa,ATM,Mobile,false,false,0
TXN000869,2026-01-23T19:35:36.485Z,455.65,Dining,London,Amex,ATM,Mobile,false,false,0
TXN000870,2025-12-30T15:03:45.553Z,1485.01,Retail,Sydney,Visa,ATM,Desktop,false,false,0
TXN000871,2026-01-27T20:24:08.148Z,54.29,Dining,New York,Discover,Online,Mobile,true,false,0
TXN000872,2025-11-14T14:22:56.271Z,396.07,Entertainment,Tokyo,Amex,POS,Mobile,false,false,0
TXN000873,2026-02-21T08:25:14.717Z,491.19,Travel,Tokyo,Amex,Online,Tablet,false,false,0
TXN000874,2026-01-19T21:32:11.937Z,1024.60,Online,Toronto,MasterCard,ATM,Mobile,false,false,0
TXN000875,2026-02-27T20:59:14.535Z,1415.28,Online,Berlin,Visa,ATM,Tablet,false,false,0
TXN000876,2025-12-20T21:09:51.781Z,922.69,Groceries,New York,Discover,ATM,Tablet,false,false,0
TXN000877,2026-01-07T20:42:16.663Z,294.60,Dining,New York,Amex,ATM,Desktop,false,false,0
TXN000878,2026-02-19T02:48:05.342Z,977.21,Travel,Tokyo,Visa,Online,Desktop,false,false,0
TXN000879,2026-02-01T20:13:34.041Z,1135.94,Dining,Paris,Amex,ATM,Desktop,false,false,0
TXN000880,2026-01-13T19:31:17.547Z,480.10,Entertainment,London,Amex,POS,Mobile,false,false,0
TXN000881,2026-01-28T12:16:52.604Z,1262.12,Travel,New York,Amex,ATM,Desktop,true,false,0
TXN000882,2026-01-29T05:47:26.172Z,196.75,Dining,New York,Discover,POS,Mobile,false,false,0
TXN000883,2025-12-21T19:29:27.165Z,750.19,Online,Berlin,MasterCard,POS,Mobile,false,false,0
TXN000884,2026-02-18T03:33:59.831Z,430.75,Online,Paris,Visa,POS,Mobile,false,false,0
TXN000885,2026-02-18T08:38:47.371Z,275.44,Entertainment,Berlin,Visa,ATM,Tablet,false,false,0
TXN000886,2026-02-26T10:41:07.808Z,404.45,Groceries,Paris,MasterCard,POS,Mobile,false,false,0
TXN000887,2026-02-15T16:13:16.273Z,178.79,Online,Berlin,Amex,Online,Tablet,false,false,0
TXN000888,2026-01-25T15:45:16.932Z,184.29,Entertainment,Sydney,Amex,ATM,Desktop,true,false,0
TXN000889,2026-01-15T06:11:56.827Z,948.02,Utilities,Dubai,Discover,ATM,Tablet,false,false,0
TXN000890,2025-12-27T22:24:56.521Z,1034.87,Dining,Berlin,Visa,POS,Mobile,false,false,0
TXN000891,2026-01-07T01:22:04.547Z,998.48,Travel,Tokyo,Discover,ATM,Mobile,false,false,0
TXN000892,2026-03-07T08:01:38.472Z,921.12,Online,Paris,Amex,Online,Desktop,false,false,0
TXN000893,2025-12-22T19:15:42.223Z,659.98,Retail,New York,Amex,POS,Mobile,false,false,0
TXN000894,2025-12-10T01:01:21.775Z,858.48,Online,Dubai,Amex,ATM,Mobile,false,false,0
TXN000895,2025-11-28T09:47:31.100Z,901.54,Entertainment,Berlin,Amex,Online,Tablet,false,false,0
TXN000896,2026-03-06T11:36:40.943Z,686.65,Retail,Dubai,MasterCard,ATM,Tablet,false,false,0
TXN000897,2026-01-16T19:11:41.316Z,59.54,Online,Dubai,Visa,Online,Tablet,false,false,0
TXN000898,2026-01-22T12:56:55.781Z,980.66,Groceries,Toronto,MasterCard,Online,Mobile,true,false,0
TXN000899,2026-02-11T19:36:52.958Z,1105.15,Retail,Tokyo,Discover,ATM,Mobile,false,false,0
TXN000900,2025-12-11T12:13:58.907Z,423.91,Dining,Berlin,Visa,POS,Tablet,true,false,0
TXN000901,2025-12-09T10:24:55.339Z,1173.21,Online,London,MasterCard,Online,Mobile,false,false,0
TXN000902,2026-02-03T14:27:29.143Z,58.21,Dining,Berlin,Amex,Online,Tablet,false,false,0
TXN000903,2025-12-21T00:13:29.876Z,987.40,Groceries,Berlin,MasterCard,ATM,Tablet,false,false,0
TXN000904,2025-11-22T09:01:10.665Z,1757.52,Dining,Sydney,Discover,POS,Tablet,true,false,1
TXN000905,2025-11-24T21:52:23.893Z,802.46,Utilities,Toronto,Visa,Online,Mobile,true,false,0
TXN000906,2026-03-03T00:58:04.389Z,1243.55,Groceries,Tokyo,MasterCard,POS,Mobile,false,false,0
TXN000907,2025-12-05T17:38:18.466Z,1210.47,Groceries,Tokyo,MasterCard,ATM,Desktop,false,false,0
TXN000908,2026-01-30T23:29:51.847Z,961.47,Utilities,Toronto,MasterCard,ATM,Desktop,false,false,0
TXN000909,2025-12-13T17:29:40.049Z,468.33,Travel,London,Visa,ATM,Mobile,false,false,0
TXN000910,2025-12-03T10:49:59.543Z,1001.66,Travel,Berlin,MasterCard,ATM,Mobile,false,false,0
TXN000911,2026-01-14T20:04:26.034Z,1022.77,Travel,Tokyo,Visa,ATM,Tablet,false,false,0
TXN000912,2025-12-05T23:49:17.285Z,704.82,Dining,Berlin,MasterCard,POS,Desktop,false,false,0
TXN000913,2025-12-01T14:49:28.174Z,1074.23,Groceries,Tokyo,Discover,Online,Desktop,false,false,0
TXN000914,2025-12-27T15:41:22.048Z,822.93,Utilities,Tokyo,Amex,Online,Tablet,false,false,0
TXN000915,2025-12-25T16:17:08.913Z,275.76,Entertainment,New York,Amex,Online,Desktop,false,false,0
TXN000916,2026-02-09T12:07:44.356Z,1281.93,Travel,London,Discover,Online,Mobile,false,false,0
TXN000917,2026-02-08T13:32:37.366Z,568.15,Groceries,Tokyo,Amex,ATM,Tablet,false,false,0
TXN000918,2026-01-31T18:02:00.251Z,466.36,Dining,New York,Discover,Online,Desktop,false,false,0
TXN000919,2026-02-02T07:36:00.126Z,140.67,Dining,Berlin,Amex,POS,Desktop,false,false,0
TXN000920,2025-12-05T12:08:28.385Z,1290.04,Online,Berlin,MasterCard,ATM,Mobile,false,false,0
TXN000921,2026-01-09T12:12:37.819Z,242.58,Utilities,Tokyo,Amex,ATM,Mobile,false,false,0
TXN000922,2025-12-26T00:56:02.050Z,624.36,Groceries,Sydney,Discover,ATM,Tablet,false,false,0
TXN000923,2026-01-03T15:43:48.007Z,550.16,Utilities,London,MasterCard,Online,Desktop,false,false,0
TXN000924,2025-12-23T15:34:20.559Z,1010.42,Travel,Tokyo,Visa,ATM,Tablet,false,false,0
TXN000925,2025-11-28T15:34:33.406Z,555.78,Entertainment,Toronto,Visa,POS,Mobile,false,false,0
TXN000926,2026-01-30T09:28:30.501Z,788.34,Dining,Dubai,Discover,ATM,Desktop,false,false,0
TXN000927,2026-03-04T22:52:56.408Z,553.20,Online,Dubai,Amex,ATM,Desktop,false,false,0
TXN000928,2026-02-14T23:04:11.557Z,362.69,Retail,London,Discover,POS,Tablet,false,false,0
TXN000929,2026-01-27T03:10:22.669Z,166.70,Utilities,Toronto,Discover,Online,Mobile,true,false,0
TXN000930,2026-02-28T15:33:01.902Z,281.51,Utilities,New York,Amex,Online,Desktop,false,false,0
TXN000931,2026-02-20T15:02:23.278Z,880.14,Online,Berlin,MasterCard,POS,Mobile,false,false,0
TXN000932,2025-12-12T11:49:12.645Z,316.64,Utilities,Tokyo,Visa,Online,Desktop,false,false,0
TXN000933,2025-12-18T00:03:47.665Z,796.67,Utilities,Dubai,Amex,ATM,Mobile,true,false,0
TXN000934,2026-01-26T00:14:31.524Z,732.54,Utilities,Sydney,Amex,POS,Mobile,true,false,0
TXN000935,2026-02-21T09:26:56.451Z,930.12,Entertainment,Sydney,MasterCard,POS,Desktop,false,false,0
TXN000936,2026-01-02T07:21:30.450Z,670.95,Online,Dubai,Visa,Online,Desktop,false,false,0
TXN000937,2026-01-02T00:39:53.550Z,939.20,Entertainment,Tokyo,Amex,ATM,Tablet,true,false,0
TXN000938,2026-03-06T15:59:31.596Z,46.61,Online,Tokyo,Amex,POS,Mobile,false,false,0
TXN000939,2026-02-12T23:44:48.536Z,929.68,Online,Tokyo,MasterCard,ATM,Desktop,false,false,0
TXN000940,2026-01-05T15:33:00.557Z,1011.01,Groceries,Tokyo,Amex,POS,Mobile,false,false,0
TXN000941,2026-01-20T11:42:53.001Z,546.91,Utilities,Berlin,Amex,POS,Desktop,false,false,0
TXN000942,2025-12-16T09:36:26.691Z,872.04,Travel,Tokyo,Discover,POS,Desktop,false,false,0
TXN000943,2025-12-11T15:12:27.384Z,979.96,Utilities,Dubai,Discover,POS,Mobile,false,false,0
TXN000944,2025-12-17T10:13:59.842Z,763.72,Travel,Berlin,Amex,Online,Desktop,false,false,0
TXN000945,2025-12-06T09:26:05.804Z,607.66,Entertainment,Toronto,Visa,Online,Tablet,false,false,0
TXN000946,2026-02-08T02:55:19.464Z,1579.16,Travel,London,Discover,POS,Tablet,true,true,1
TXN000947,2026-01-26T15:01:56.217Z,1472.85,Dining,London,Amex,Online,Mobile,false,false,0
TXN000948,2026-01-13T12:48:53.507Z,1122.82,Groceries,Tokyo,Visa,Online,Desktop,false,true,0
TXN000949,2026-02-26T06:35:33.870Z,1322.46,Groceries,Paris,Discover,Online,Desktop,false,false,0
TXN000950,2025-12-19T14:39:02.314Z,819.99,Retail,Paris,MasterCard,POS,Tablet,false,false,0
TXN000951,2026-01-21T06:13:25.546Z,96.83,Dining,Dubai,Visa,Online,Desktop,false,false,0
TXN000952,2026-01-05T02:30:10.004Z,383.89,Retail,London,MasterCard,ATM,Mobile,true,false,0
TXN000953,2025-11-23T05:24:01.227Z,515.21,Online,Tokyo,Amex,POS,Tablet,true,false,0
TXN000954,2025-12-24T06:58:03.549Z,560.35,Dining,Tokyo,Visa,Online,Desktop,false,false,0
TXN000955,2026-02-23T02:23:22.744Z,1483.73,Dining,Toronto,Visa,POS,Tablet,false,false,0
TXN000956,2025-12-18T13:33:36.876Z,1297.41,Retail,Sydney,Amex,ATM,Tablet,true,false,0
TXN000957,2026-02-07T22:39:45.711Z,1174.81,Online,Tokyo,MasterCard,ATM,Desktop,false,false,0
TXN000958,2026-02-21T08:14:12.572Z,716.12,Travel,Paris,Visa,ATM,Desktop,false,false,0
TXN000959,2026-02-14T16:00:43.774Z,316.13,Dining,Paris,Discover,POS,Mobile,false,false,0
TXN000960,2025-12-08T18:08:17.005Z,1110.68,Online,Sydney,MasterCard,POS,Desktop,false,false,0
TXN000961,2025-11-15T20:36:33.714Z,1356.52,Dining,Berlin,MasterCard,POS,Mobile,false,false,0
TXN000962,2025-12-11T16:56:16.232Z,200.02,Dining,Tokyo,MasterCard,POS,Desktop,false,false,0
TXN000963,2026-01-04T03:34:27.157Z,1159.48,Dining,Berlin,Visa,POS,Desktop,false,false,0
TXN000964,2026-01-14T01:20:25.146Z,521.02,Dining,Berlin,MasterCard,ATM,Tablet,false,false,0
TXN000965,2026-02-15T06:37:44.588Z,579.48,Retail,Dubai,Discover,POS,Desktop,false,false,0
TXN000966,2026-01-25T16:22:57.367Z,670.93,Entertainment,New York,Visa,Online,Mobile,false,false,0
TXN000967,2026-02-27T16:48:28.452Z,977.66,Retail,Dubai,Amex,POS,Mobile,false,false,0
TXN000968,2026-02-07T07:45:04.442Z,982.17,Retail,Paris,Amex,POS,Desktop,true,false,0
TXN000969,2025-11-24T05:54:02.980Z,255.71,Online,Berlin,Amex,Online,Mobile,false,false,0
TXN000970,2026-02-19T22:23:28.752Z,1022.19,Retail,London,Discover,POS,Tablet,false,false,0
TXN000971,2025-11-28T21:49:06.976Z,964.96,Groceries,Dubai,Visa,POS,Desktop,true,false,0
TXN000972,2025-12-16T06:24:44.652Z,339.75,Online,Berlin,MasterCard,POS,Tablet,false,false,0
TXN000973,2025-12-10T01:21:58.745Z,965.09,Entertainment,New York,Visa,ATM,Mobile,false,false,0
TXN000974,2026-01-22T11:50:13.248Z,1350.84,Retail,Tokyo,MasterCard,ATM,Tablet,false,false,0
TXN000975,2025-11-14T06:28:08.322Z,509.19,Groceries,Berlin,Visa,ATM,Desktop,false,false,0
TXN000976,2026-02-16T00:19:52.765Z,25.48,Retail,Berlin,Discover,Online,Tablet,false,false,0
TXN000977,2025-12-09T22:16:18.541Z,379.33,Entertainment,Tokyo,Discover,ATM,Tablet,false,false,0
TXN000978,2025-11-28T00:31:44.671Z,233.52,Dining,London,MasterCard,ATM,Tablet,false,false,0
TXN000979,2026-01-04T11:36:01.503Z,1809.06,Groceries,Berlin,MasterCard,Online,Tablet,true,true,1
TXN000980,2026-01-23T17:35:06.281Z,1362.85,Retail,Tokyo,Visa,ATM,Desktop,false,false,0
TXN000981,2025-12-10T14:09:16.756Z,941.85,Entertainment,Berlin,MasterCard,Online,Mobile,false,false,0
TXN000982,2026-02-22T06:15:05.132Z,998.09,Dining,New York,Discover,ATM,Desktop,false,false,0
TXN000983,2025-12-14T01:29:58.005Z,257.67,Dining,New York,MasterCard,POS,Tablet,false,false,0
TXN000984,2025-12-23T04:57:26.494Z,169.42,Online,Sydney,Amex,POS,Mobile,false,false,0
TXN000985,2025-11-30T11:40:54.596Z,470.41,Dining,London,Visa,ATM,Mobile,false,false,0
TXN000986,2026-02-02T03:08:35.845Z,1216.79,Utilities,Tokyo,Discover,Online,Mobile,false,false,0
TXN000987,2025-11-23T00:56:18.490Z,162.16,Online,Paris,Amex,POS,Mobile,true,false,0
TXN000988,2026-02-16T04:52:14.204Z,709.50,Travel,Tokyo,Amex,POS,Tablet,false,false,0
TXN000989,2025-12-09T14:37:15.301Z,772.92,Utilities,New York,Amex,ATM,Desktop,false,false,0
TXN000990,2025-11-18T19:47:20.849Z,418.83,Entertainment,Paris,Amex,Online,Tablet,false,false,0
TXN000991,2025-12-17T23:06:07.062Z,140.86,Entertainment,Tokyo,Visa,ATM,Tablet,false,false,0
TXN000992,2026-02-11T16:03:24.591Z,963.78,Online,New York,MasterCard,ATM,Tablet,false,false,0
TXN000993,2025-11-24T22:27:52.677Z,1234.27,Groceries,Toronto,Visa,ATM,Mobile,false,false,0
TXN000994,2026-02-05T22:05:45.925Z,284.82,Utilities,New York,Discover,ATM,Mobile,false,false,0
TXN000995,2025-12-05T11:02:48.531Z,1150.20,Entertainment,Berlin,Amex,ATM,Tablet,false,false,0
TXN000996,2026-01-02T01:47:20.969Z,211.02,Entertainment,Sydney,Visa,Online,Tablet,false,false,0
TXN000997,2026-01-22T15:10:42.553Z,1049.90,Travel,London,Amex,ATM,Tablet,false,false,0
TXN000998,2026-02-09T03:55:29.748Z,1458.12,Online,London,Visa,ATM,Desktop,false,false,0
TXN000999,2026-03-06T10:48:08.984Z,2818.80,Online,Tokyo,MasterCard,ATM,Desktop,false,false,1
TXN001000,2025-11-15T05:25:38.816Z,1133.96,Online,Sydney,MasterCard,ATM,Desktop,false,false,0
TXN001001,2026-01-10T22:13:47.919Z,396.60,Groceries,Toronto,Amex,POS,Tablet,false,false,0
TXN001002,2026-01-12T05:37:29.368Z,203.40,Entertainment,Sydney,Visa,ATM,Tablet,false,false,0
TXN001003,2026-03-06T16:15:10.146Z,174.47,Dining,Sydney,Amex,POS,Tablet,true,false,0
TXN001004,2025-12-21T09:46:38.577Z,1187.41,Online,Berlin,Discover,ATM,Desktop,false,false,0
TXN001005,2025-12-17T15:30:40.600Z,1040.43,Dining,New York,Amex,ATM,Tablet,false,false,0
TXN001006,2026-02-10T14:40:33.046Z,354.45,Utilities,Sydney,Discover,Online,Mobile,false,false,0
TXN001007,2026-01-01T14:16:37.849Z,975.45,Groceries,Toronto,Visa,Online,Mobile,false,false,0
TXN001008,2026-02-08T17:50:15.422Z,904.58,Groceries,Toronto,Visa,Online,Desktop,false,false,0
TXN001009,2026-02-10T17:45:21.116Z,748.14,Retail,Sydney,Visa,ATM,Desktop,false,false,0
TXN001010,2026-02-16T20:43:16.030Z,69.65,Groceries,London,Amex,ATM,Mobile,false,false,0
TXN001011,2026-02-08T02:08:30.899Z,920.36,Dining,New York,Visa,ATM,Tablet,false,false,0
TXN001012,2026-02-22T00:32:29.897Z,736.37,Online,London,MasterCard,Online,Desktop,false,false,0
TXN001013,2025-12-12T17:30:01.149Z,650.21,Retail,Dubai,Amex,POS,Desktop,false,false,0
TXN001014,2025-12-02T07:05:07.219Z,405.73,Retail,Sydney,MasterCard,ATM,Desktop,false,false,0
TXN001015,2026-02-08T11:51:45.203Z,1340.51,Dining,Tokyo,Discover,ATM,Mobile,false,false,0
TXN001016,2026-02-03T13:48:26.023Z,76.11,Utilities,Paris,Discover,Online,Tablet,false,false,0
TXN001017,2025-12-21T05:20:10.669Z,1097.43,Groceries,Tokyo,Visa,ATM,Tablet,false,false,0
TXN001018,2026-02-11T20:00:03.165Z,864.58,Entertainment,Dubai,MasterCard,Online,Mobile,false,false,0
TXN001019,2026-01-08T07:39:00.792Z,1359.31,Retail,New York,Discover,Online,Desktop,false,false,0
TXN001020,2026-02-16T17:19:05.951Z,432.51,Dining,Paris,MasterCard,ATM,Mobile,false,false,0
TXN001021,2026-01-29T06:09:41.118Z,485.02,Entertainment,New York,MasterCard,Online,Mobile,false,false,0
TXN001022,2026-03-03T14:56:15.642Z,544.60,Entertainment,Paris,Discover,ATM,Tablet,false,false,0
TXN001023,2026-01-26T09:32:28.664Z,930.08,Online,Dubai,Visa,ATM,Mobile,false,false,0
TXN001024,2026-01-15T02:59:27.123Z,153.04,Groceries,New York,Visa,ATM,Desktop,false,false,0
TXN001025,2025-12-16T05:22:59.928Z,905.54,Utilities,Dubai,Visa,POS,Tablet,false,false,1
TXN001026,2026-01-04T01:39:59.525Z,1120.93,Travel,Paris,MasterCard,POS,Desktop,false,false,0
TXN001027,2026-01-29T08:39:24.520Z,19.73,Utilities,London,Amex,Online,Desktop,false,false,0
TXN001028,2025-12-23T12:54:26.499Z,1183.32,Dining,Dubai,Amex,ATM,Desktop,false,false,0
TXN001029,2025-12-24T07:04:51.095Z,729.29,Travel,Toronto,Amex,Online,Mobile,false,false,0
TXN001030,2026-01-24T11:58:25.637Z,876.14,Utilities,Tokyo,Discover,Online,Mobile,false,false,0
TXN001031,2026-01-22T13:16:48.190Z,1153.02,Online,Toronto,Visa,ATM,Desktop,true,false,0
TXN001032,2025-12-27T13:16:37.219Z,564.27,Entertainment,Berlin,Discover,Online,Tablet,false,false,0
TXN001033,2025-12-18T00:16:05.876Z,954.48,Retail,Tokyo,Amex,ATM,Mobile,false,false,0
TXN001034,2025-11-18T00:41:07.211Z,355.14,Online,London,MasterCard,Online,Desktop,true,false,0
TXN001035,2025-11-24T14:37:47.026Z,470.65,Entertainment,London,Discover,Online,Tablet,false,false,0
TXN001036,2025-12-21T21:05:47.003Z,309.18,Online,Toronto,Amex,ATM,Desktop,false,false,0
TXN001037,2025-11-25T14:25:36.162Z,115.89,Dining,Tokyo,Discover,Online,Desktop,false,false,0
TXN001038,2025-12-05T03:51:56.733Z,255.85,Online,Sydney,Amex,ATM,Tablet,false,false,0
TXN001039,2026-01-13T08:18:28.666Z,1524.66,Travel,Berlin,Visa,Online,Desktop,false,true,1
TXN001040,2025-12-27T16:22:33.459Z,938.07,Dining,Dubai,Amex,POS,Tablet,false,false,0
TXN001041,2025-11-24T23:51:50.283Z,1226.58,Dining,Dubai,MasterCard,Online,Mobile,false,false,0
TXN001042,2026-03-07T09:02:46.509Z,978.13,Groceries,Toronto,Discover,ATM,Mobile,false,false,0
TXN001043,2025-12-28T05:34:48.308Z,1034.47,Retail,Toronto,MasterCard,Online,Tablet,false,false,0
TXN001044,2025-11-20T16:33:47.532Z,769.05,Dining,Berlin,Amex,ATM,Tablet,false,false,0
TXN001045,2026-02-02T20:56:19.897Z,170.65,Utilities,Sydney,Visa,POS,Mobile,false,false,0
TXN001046,2025-11-27T05:42:46.099Z,486.59,Retail,Berlin,Visa,ATM,Mobile,false,false,0
TXN001047,2025-11-25T01:19:11.123Z,355.92,Online,London,Visa,POS,Desktop,false,false,0
TXN001048,2026-01-25T01:41:13.398Z,476.23,Online,New York,Visa,ATM,Mobile,false,false,0
TXN001049,2025-12-28T21:34:25.768Z,1106.02,Entertainment,Sydney,Amex,POS,Mobile,false,false,0
TXN001050,2025-12-01T13:44:41.291Z,3067.51,Dining,Sydney,MasterCard,ATM,Tablet,true,false,1
TXN001051,2026-01-11T20:29:38.957Z,911.69,Groceries,London,MasterCard,ATM,Desktop,false,false,0
